code,current_losses,current_ties,current_wins,d_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_second_round,make_semis,name,o_rating,sdr_id,ties,win_final,wins,win_league,make_round_of_16,last_updated
TOT,1.0,0.0,0.0,0.91841,0.6842,E,0.2149,0.2911,0.2821,0.2119,367,2.4595,0.0249,0.2163,0.506,0.0782,Tottenham Hotspur,1.94629,73602,1.2988,0.0095,2.2417,0.0095,0.506,2016-09-26 14:00
ARS,0.0,1.0,0.0,0.80226,6.5171,A,0.6198,0.3194,0.0512,0.0096,359,0.6614,0.1439,0.5709,0.9392,0.3006,Arsenal,2.46215,73616,2.0051,0.0673,3.3335,0.0673,0.9392,2016-09-26 14:00
POR,0.0,1.0,0.0,0.94948,2.4315,G,0.2562,0.4828,0.2069,0.0541,437,1.3156,0.0101,0.1844,0.739,0.045,FC Porto,1.90293,74329,2.2704,0.004,2.414,0.004,0.739,2016-09-26 14:00
SCP,1.0,0.0,0.0,0.87651,-1.4013,F,0.0224,0.1262,0.7444,0.107,2250,2.9854,0.0032,0.0463,0.1486,0.0123,Sporting CP,1.77626,74330,1.1856,0.0008,1.829,0.0008,0.1486,2016-09-26 14:00
SEV,0.0,1.0,0.0,1.07498,1.8923,H,0.2487,0.3686,0.2906,0.0921,243,1.4281,0.0205,0.2597,0.6173,0.0773,Sevilla FC,1.85383,93401,2.2822,0.0071,2.2897,0.0071,0.6173,2016-09-26 14:00
BES,0.0,1.0,0.0,1.46446,-5.3843,B,0.016,0.102,0.2624,0.6196,1895,3.1031,0.0,0.0146,0.118,0.0017,Besiktas,1.68968,74202,2.0686,0.0,0.8283,0.0,0.118,2016-09-26 14:00
PSV,1.0,0.0,0.0,1.13839,-5.0783,D,0.0023,0.0277,0.6925,0.2775,148,3.8047,0.0001,0.0066,0.03,0.0008,PSV,1.89113,93373,0.9532,0.0,1.2421,0.0,0.03,2016-09-26 14:00
ROS,0.0,0.0,0.0,1.46142,-9.4151,D,0.0013,0.0235,0.2547,0.7205,3852,4.2764,0.0,0.0027,0.0248,0.0003,Rostov,1.26218,74350,1.0313,0.0,0.6923,0.0,0.0248,2016-09-12 14:00
LYON,0.0,0.0,0.0,1.19163,-1.7853,H,0.0878,0.2651,0.3865,0.2606,167,2.6583,0.0048,0.0939,0.3529,0.0231,Lyon,1.78275,74432,1.4596,0.0015,1.8821,0.0015,0.3529,2016-09-12 14:00
MAD,0.0,0.0,0.0,0.89829,7.3523,F,0.6258,0.2867,0.0794,0.0081,86,1.0388,0.2148,0.6623,0.9125,0.3954,Real Madrid,3.09675,74013,1.1198,0.1095,3.8414,0.1095,0.9125,2016-09-12 14:00
CBKV,0.0,0.0,0.0,1.46032,-4.666,G,0.0318,0.1128,0.3175,0.5379,570,3.3126,0.0001,0.0114,0.1446,0.0003,Club Brugge,1.07535,72883,1.4715,0.0,1.2159,0.0,0.1446,2016-09-12 14:00
BAS,0.0,0.0,0.0,1.3382,-7.3015,A,0.0115,0.0557,0.2548,0.678,989,3.8673,0.0001,0.0107,0.0672,0.0016,Basel,1.93303,93159,1.2098,0.0,0.9229,0.0,0.0672,2016-09-12 14:00
PSG,0.0,0.0,0.0,0.8455,4.6528,A,0.4351,0.4058,0.1283,0.0308,160,1.3766,0.0805,0.4229,0.8409,0.1876,Paris Saint-Germain,2.44338,74427,1.3216,0.0361,3.3018,0.0361,0.8409,2016-09-12 14:00
DIN,0.0,0.0,0.0,1.10991,-5.375,H,0.0244,0.1067,0.2646,0.6043,597,3.5032,0.0004,0.018,0.1311,0.0024,Dinamo Zagreb,1.51375,72934,1.3799,0.0001,1.1169,0.0001,0.1311,2016-09-12 14:00
DOR,0.0,0.0,0.0,0.84922,3.6859,F,0.3012,0.4698,0.203,0.026,124,1.6025,0.0973,0.443,0.771,0.2218,Borussia Dortmund,2.30428,74050,1.2796,0.0448,3.1179,0.0448,0.771,2016-09-12 14:00
MON,0.0,0.0,0.0,0.99217,-0.1595,E,0.1987,0.27,0.3358,0.1955,174,2.2297,0.0112,0.155,0.4687,0.0447,AS Monaco,1.76684,74430,1.592,0.004,2.1783,0.004,0.4687,2016-09-12 14:00
LEV,0.0,0.0,0.0,0.95183,2.4702,E,0.39,0.3082,0.2104,0.0914,131,1.6713,0.0467,0.3301,0.6982,0.1285,Bayer Leverkusen,1.99489,74045,1.5344,0.0206,2.7943,0.0206,0.6982,2016-09-12 14:00
MNC,0.0,0.0,0.0,0.77861,3.8515,C,0.3105,0.4845,0.1633,0.0417,382,1.6555,0.1592,0.5089,0.795,0.2979,Manchester City,2.6676,73608,1.2155,0.0811,3.129,0.0811,0.795,2016-09-12 14:00
ATL,0.0,0.0,0.0,0.57549,4.4086,D,0.2468,0.6372,0.1031,0.0129,1068,1.3894,0.1459,0.5619,0.884,0.3,Atletico Madrid,2.0179,74010,1.3549,0.0695,3.2557,0.0695,0.884,2016-09-12 14:00
LEI,0.0,0.0,0.0,1.11315,3.8946,G,0.4521,0.3681,0.1337,0.0461,375,1.3695,0.0267,0.2819,0.8202,0.0863,Leicester City,1.68369,73629,1.4968,0.0099,3.1337,0.0099,0.8202,2016-09-12 14:00
BEN,0.0,0.0,0.0,1.01105,0.5695,B,0.1916,0.3223,0.3591,0.127,1929,2.1371,0.0104,0.1522,0.5139,0.042,Benfica,2.05215,74332,1.5031,0.003,2.3598,0.003,0.5139,2016-09-12 14:00
CSKA,0.0,0.0,0.0,1.05298,-4.6222,E,0.0407,0.1082,0.2357,0.6154,1963,3.3072,0.0004,0.0245,0.1489,0.0042,CSKA Moscow,1.43768,74347,1.5188,0.0,1.174,0.0,0.1489,2016-09-12 14:00
CEL,0.0,0.0,0.0,1.29166,-7.0396,C,0.015,0.0837,0.3104,0.5909,256,3.7663,0.0011,0.0265,0.0987,0.0064,Celtic,2.59477,73714,1.1033,0.0003,1.1304,0.0003,0.0987,2016-09-12 14:00
NAP,0.0,0.0,0.0,0.92159,5.1146,B,0.5644,0.2685,0.1349,0.0322,114,1.2249,0.0785,0.4352,0.8329,0.1988,Napoli,2.18524,73848,1.3904,0.0334,3.3847,0.0334,0.8329,2016-09-12 14:00
LUD,0.0,0.0,0.0,0.85262,-2.6947,A,0.0474,0.1709,0.5103,0.2714,13018,2.8606,0.0028,0.0446,0.2183,0.0097,Ludogorets,1.64374,103285,1.5137,0.0007,1.6257,0.0007,0.2183,2016-09-12 14:00
BAR,0.0,0.0,0.0,0.69498,7.3721,C,0.6363,0.29,0.0616,0.0121,83,1.0317,0.3525,0.7448,0.9263,0.5457,Barcelona,3.37449,74014,1.1139,0.2014,3.8544,0.2014,0.9263,2016-09-12 14:00
JUV,0.0,0.0,0.0,0.61086,6.0346,H,0.676,0.225,0.0828,0.0162,111,0.9827,0.1606,0.5678,0.901,0.3099,Juventus,2.19454,73847,1.354,0.0799,3.6633,0.0799,0.901,2016-09-12 14:00
KIEV,0.0,0.0,0.0,0.81333,1.3182,B,0.2281,0.3473,0.3225,0.1021,440,1.9535,0.0107,0.1754,0.5754,0.0455,Dynamo Kiev,2.05686,74217,1.5364,0.0027,2.5101,0.0027,0.5754,2016-09-12 14:00
BMU,0.0,0.0,0.0,0.54777,9.7758,D,0.7407,0.239,0.019,0.0013,132,0.6806,0.3778,0.7791,0.9797,0.5664,Bayern Munich,2.91982,74078,1.0232,0.2112,4.2962,0.2112,0.9797,2016-09-12 14:00
COP,0.0,0.0,0.0,1.12327,-3.1316,G,0.0542,0.1593,0.413,0.3735,909,2.9379,0.0003,0.0212,0.2135,0.0017,FC Copenhagen,1.26311,72960,1.59,0.0002,1.4721,0.0002,0.2135,2016-09-12 14:00
MGB,0.0,0.0,0.0,1.08597,-4.184,C,0.0382,0.1418,0.4647,0.3553,268,3.198,0.0081,0.0775,0.18,0.0263,Borussia Monchengladbach,1.76689,74048,1.2643,0.0033,1.5377,0.0033,0.18,2016-09-12 14:00
WAR,0.0,0.0,0.0,1.36756,-9.3238,F,0.0036,0.026,0.1545,0.8159,555,4.2817,0.0,0.0032,0.0296,0.0005,Legia Warsaw,1.37208,73949,1.0667,0.0,0.6516,0.0,0.0296,2016-09-12 14:00
TOT,0.0,0.0,0.0,0.93844,2.3115,E,0.3706,0.3136,0.2181,0.0977,367,1.6883,0.0435,0.3099,0.6842,0.1191,Tottenham Hotspur,1.96229,73602,1.5618,0.0168,2.7499,0.0168,0.6842,2016-09-12 14:00
ARS,0.0,0.0,0.0,0.8355,5.3434,A,0.506,0.3676,0.1066,0.0198,359,1.2116,0.1148,0.4994,0.8736,0.2503,Arsenal,2.29865,73616,1.3227,0.0529,3.4657,0.0529,0.8736,2016-09-12 14:00
POR,0.0,0.0,0.0,0.93917,3.903,G,0.4619,0.3598,0.1358,0.0425,437,1.355,0.0155,0.2435,0.8217,0.0636,FC Porto,1.94315,74329,1.4917,0.0047,3.1533,0.0047,0.8217,2016-09-12 14:00
SCP,0.0,0.0,0.0,0.88589,-1.7144,F,0.0694,0.2175,0.5631,0.15,2250,2.6423,0.0073,0.0884,0.2869,0.026,Sporting CP,1.78433,74330,1.4033,0.0021,1.9544,0.0021,0.2869,2016-09-12 14:00
SEV,0.0,0.0,0.0,1.11675,1.1257,H,0.2118,0.4032,0.2661,0.1189,243,2.0249,0.0273,0.2715,0.615,0.089,Sevilla FC,1.98393,93401,1.4683,0.01,2.5068,0.01,0.615,2016-09-12 14:00
BES,0.0,0.0,0.0,1.49544,-7.0023,B,0.0159,0.0619,0.1835,0.7387,1895,3.8441,0.0,0.0085,0.0778,0.0007,Besiktas,1.68674,74202,1.2509,0.0,0.905,0.0,0.0778,2016-09-12 14:00
PSV,0.0,0.0,0.0,1.13946,-4.7693,D,0.0112,0.1003,0.6232,0.2653,148,3.3316,0.0007,0.0241,0.1115,0.0043,PSV,1.89801,93373,1.2346,0.0003,1.4338,0.0003,0.1115,2016-09-12 14:00
